month,is_monsoon,rainfall_7day_mm,river_level_m,temperature_c,soil_moisture_pct,flood_risk_score,drought_risk_score
4,0,23.9,2.56,25.6,30.2,38.8,40.6
5,0,38.2,2.21,30.8,29.7,44.3,57.4
5,0,81.0,2.53,23.5,45.5,59.7,41.1
3,0,0.0,2.3,28.2,28.3,17.5,64.0
1,0,14.6,2.67,24.3,32.5,36.7,35.1
7,1,101.4,4.89,32.7,35.5,92.8,54.8
5,0,73.3,3.39,23.7,38.2,67.2,25.5
5,0,34.4,2.65,23.8,33.8,39.8,40.7
4,0,84.0,4.02,25.1,44.8,76.1,23.8
12,0,15.2,2.24,20.4,39.3,28.9,48.5
8,1,287.8,7.66,31.6,71.9,100.0,0.0
6,1,180.5,7.52,27.8,54.8,100.0,15.5
3,0,44.6,3.03,24.8,38.8,47.9,32.5
10,0,61.9,2.43,25.0,38.5,28.5,41.8
11,0,0.2,0.89,19.5,25.7,0.0,44.5
1,0,19.5,2.19,25.0,31.9,33.1,56.9
12,0,21.5,1.76,17.7,37.2,27.1,32.5
9,1,370.1,10.3,28.6,77.5,100.0,0.0
2,0,8.2,2.11,17.2,34.7,36.9,52.8
10,0,61.2,2.38,28.6,37.0,52.7,49.5
2,0,8.7,1.0,19.9,29.7,6.3,34.5
1,0,17.3,2.08,17.8,34.8,30.9,30.9
2,0,19.2,1.56,19.1,45.3,18.9,29.6
6,1,175.9,6.31,29.0,45.2,100.0,27.8
8,1,263.6,7.17,31.7,63.2,100.0,7.2
5,0,49.6,2.34,33.7,24.6,50.6,74.4
2,0,25.8,2.45,21.4,33.0,45.5,44.2
3,0,87.8,3.62,26.8,40.8,59.7,27.6
11,0,14.9,1.32,18.3,32.6,8.0,49.3
12,0,11.5,1.03,16.6,41.3,14.1,38.9
10,0,150.1,4.51,28.8,56.2,96.4,25.2
2,0,6.0,1.96,21.7,37.8,30.0,37.9
10,0,79.8,3.34,25.8,46.4,61.5,30.0
9,1,122.2,4.84,34.0,34.2,100.0,47.2
7,1,317.5,9.23,31.1,71.6,100.0,0.0
2,0,24.8,2.9,21.9,38.5,65.1,17.3
12,0,7.5,1.77,20.7,38.9,27.7,46.7
6,1,219.5,6.11,30.6,67.2,100.0,13.9
1,0,17.8,1.98,17.6,43.9,46.1,9.1
3,0,53.0,3.79,26.6,41.1,75.6,46.2
5,0,95.0,2.63,29.1,54.1,59.0,29.0
1,0,19.3,1.9,18.7,38.4,32.1,27.0
4,0,77.1,2.91,28.1,37.6,44.5,45.0
6,1,176.8,6.29,28.3,54.8,100.0,0.6
12,0,19.7,2.01,22.0,30.8,26.7,40.9
2,0,17.5,2.53,20.8,36.3,48.5,35.5
7,1,184.6,6.44,28.0,46.7,100.0,19.1
11,0,7.9,2.43,19.4,33.0,46.8,24.7
10,0,125.9,3.95,29.3,44.8,92.9,35.0
12,0,3.4,1.36,16.9,41.8,15.6,33.0
3,0,84.1,2.78,24.3,48.7,65.1,27.3
10,0,59.4,1.6,26.8,32.6,38.6,42.6
12,0,34.4,2.35,25.3,45.3,38.5,57.6
4,0,40.2,3.54,25.3,36.5,57.5,33.9
6,1,123.4,5.44,32.2,43.9,100.0,45.1
7,1,105.3,5.22,31.7,32.4,79.5,50.3
6,1,204.9,6.55,29.5,54.0,100.0,29.7
4,0,24.7,1.85,27.4,37.0,32.2,51.0
12,0,9.7,2.29,18.9,37.2,33.1,36.0
12,0,0.0,2.71,19.1,35.3,40.3,38.6
5,0,77.9,3.95,22.8,44.5,74.3,16.1
10,0,53.5,3.05,26.9,29.3,34.8,41.0
5,0,20.9,1.94,29.2,29.3,38.8,55.7
10,0,105.8,3.74,27.1,51.2,74.1,32.9
8,1,79.3,3.83,33.7,40.3,66.8,53.1
6,1,241.4,6.66,32.5,59.6,100.0,9.0
2,0,7.3,0.97,19.9,43.0,17.2,40.6
8,1,303.3,8.8,29.4,65.7,100.0,0.0
4,0,94.7,3.22,25.8,38.7,68.9,22.2
3,0,36.7,1.35,23.3,46.2,12.5,10.7
3,0,39.7,2.27,26.3,37.8,36.0,52.4
12,0,21.7,1.74,20.4,35.5,34.0,33.1
2,0,12.1,1.04,24.3,32.1,3.2,54.1
10,0,64.4,2.57,28.3,33.0,36.7,45.9
11,0,29.0,1.89,17.8,41.5,29.6,31.3
1,0,6.8,1.27,16.4,38.9,14.4,24.0
8,1,187.0,7.0,30.5,53.8,100.0,21.9
7,1,253.5,6.63,33.0,55.8,100.0,14.9
5,0,96.7,2.24,26.4,44.7,26.5,32.3
9,1,167.7,6.06,32.4,46.6,100.0,44.1
5,0,60.5,2.77,26.5,32.9,39.0,30.5
6,1,46.1,3.86,32.8,37.0,61.3,56.0
6,1,98.7,4.35,27.0,54.0,70.0,25.6
10,0,80.5,2.56,31.0,47.0,58.8,40.8
8,1,169.4,6.08,28.2,56.1,100.0,11.4
5,0,72.5,2.68,29.0,36.4,51.4,40.4
12,0,26.4,2.96,19.3,38.2,49.4,41.3
10,0,30.8,1.92,26.7,35.3,11.8,46.1
12,0,12.4,1.72,19.4,34.2,13.5,53.5
9,1,194.5,8.08,31.6,60.5,100.0,19.5
5,0,46.8,2.32,28.1,24.3,29.3,52.8
10,0,117.2,4.18,29.6,42.4,82.3,39.6
4,0,100.0,3.89,30.5,44.6,79.0,39.0
4,0,79.6,3.53,27.8,35.4,73.1,52.4
6,1,318.2,9.24,35.3,68.3,100.0,0.0
12,0,0.0,1.62,20.2,36.8,18.2,21.6
7,1,179.4,6.35,33.7,57.5,100.0,27.0
5,0,82.1,2.8,28.1,33.4,44.3,50.0
6,1,109.6,5.09,29.6,35.9,96.4,43.1
4,0,79.9,4.32,27.5,35.3,83.0,46.3
8,1,94.8,5.32,32.3,30.7,98.7,56.6
5,0,92.8,3.54,26.9,35.1,72.6,26.1
7,1,261.5,8.44,32.0,58.7,100.0,9.6
5,0,79.0,2.56,29.2,44.7,47.3,48.8
4,0,8.9,1.52,26.9,28.2,6.5,56.8
12,0,4.4,2.16,12.6,40.7,31.7,5.4
5,0,88.6,4.17,31.2,33.6,78.3,46.4
1,0,15.2,1.34,19.3,40.0,8.7,33.7
5,0,0.0,1.21,24.9,39.4,16.3,58.8
7,1,275.7,9.52,28.2,64.4,100.0,0.0
2,0,16.5,1.89,19.2,45.8,22.8,27.7
4,0,43.0,3.45,25.6,37.8,52.6,33.1
2,0,25.9,2.14,18.2,39.5,26.5,29.7
7,1,127.8,5.4,29.3,47.7,96.1,33.8
9,1,127.0,5.06,32.3,45.1,100.0,35.8
12,0,18.9,2.44,25.1,42.1,33.9,45.1
5,0,128.8,4.89,29.1,48.7,93.8,36.8
11,0,32.9,1.54,22.8,39.4,13.7,33.6
3,0,81.9,2.93,26.1,39.3,52.4,24.0
10,0,85.3,3.75,27.3,45.2,66.9,44.2
7,1,240.9,7.44,32.1,55.7,100.0,19.2
10,0,28.5,1.77,25.4,34.5,15.1,49.0
10,0,91.3,3.93,25.9,57.4,67.3,14.9
7,1,123.5,5.83,33.1,29.5,100.0,58.8
4,0,80.5,2.84,29.7,39.5,52.9,59.2
7,1,162.5,6.08,31.2,50.8,100.0,24.9
10,0,86.5,2.51,24.0,42.6,54.0,28.0
12,0,16.3,1.29,19.3,36.0,15.9,23.4
12,0,0.0,1.57,16.4,37.3,17.3,21.4
3,0,75.9,3.04,27.2,38.4,45.1,30.2
8,1,229.4,6.71,31.6,60.2,100.0,11.3
2,0,19.9,1.47,19.3,35.1,12.8,29.4
9,1,172.1,5.5,31.6,60.6,100.0,21.4
12,0,33.1,2.43,21.0,36.9,40.4,25.6
1,0,18.4,0.69,20.6,39.1,0.0,31.1
8,1,213.7,6.37,28.0,56.3,100.0,0.0
12,0,26.5,0.91,19.4,43.1,10.0,27.1
11,0,19.0,2.13,21.0,39.7,31.0,19.8
5,0,40.4,1.23,30.9,33.4,20.0,57.1
2,0,0.0,1.52,19.3,29.4,12.1,36.9
12,0,9.8,2.68,21.4,30.6,32.1,42.8
12,0,23.4,2.97,22.2,44.2,58.2,18.4
7,1,152.8,4.67,30.5,44.7,97.0,35.3
12,0,23.8,2.16,22.9,38.5,43.6,34.6
1,0,16.6,1.24,23.0,29.4,9.7,46.5
8,1,279.2,7.57,34.5,69.4,100.0,0.0
1,0,11.8,1.67,21.1,31.4,18.6,30.0
12,0,20.1,2.64,25.9,27.5,39.4,48.8
9,1,219.0,7.44,29.5,55.7,100.0,21.2
11,0,31.5,1.7,25.3,31.7,24.3,50.2
7,1,48.6,4.09,32.9,33.0,81.9,60.3
1,0,10.0,0.35,23.4,33.2,4.6,36.5
1,0,24.3,1.53,19.2,32.8,28.1,24.0
5,0,121.0,3.43,29.1,44.7,61.4,34.0
9,1,198.5,6.72,34.6,46.4,100.0,36.6
2,0,11.8,1.61,17.3,41.2,23.0,26.3
11,0,23.3,1.88,19.6,42.0,34.2,41.1
3,0,98.7,3.37,21.6,47.4,64.0,11.4
6,1,152.3,5.76,30.6,49.8,100.0,28.2
3,0,80.9,3.44,25.0,50.9,78.7,10.8
6,1,270.9,8.21,30.5,65.5,100.0,0.0
6,1,325.6,9.04,38.3,63.5,100.0,20.0
1,0,23.2,2.2,24.3,36.9,29.1,33.0
7,1,183.4,6.86,27.4,49.9,100.0,21.8
10,0,68.2,2.53,28.4,36.5,53.1,55.4
12,0,21.1,1.89,22.0,32.6,23.4,34.1
4,0,66.2,3.52,26.2,35.5,57.9,43.7
11,0,17.1,1.18,20.4,35.0,5.4,47.8
11,0,3.4,2.65,20.7,38.5,33.8,37.1
12,0,29.3,1.28,16.6,46.6,26.4,23.1
5,0,32.4,1.94,24.4,39.9,18.0,23.9
11,0,10.2,1.13,20.4,36.9,16.3,39.6
7,1,187.5,7.76,31.2,51.8,100.0,25.7
1,0,36.9,1.94,18.2,29.2,26.3,20.7
4,0,56.1,2.32,25.0,40.2,39.6,27.9
9,1,128.7,5.05,30.8,33.3,98.0,47.1
2,0,8.9,1.74,22.2,24.0,16.4,45.5
6,1,307.7,8.66,30.8,70.7,100.0,0.0
10,0,0.0,1.42,31.1,26.5,7.6,69.5
2,0,4.0,0.0,18.3,33.7,0.0,33.6
6,1,390.3,10.54,31.5,91.0,100.0,0.0
3,0,89.5,3.3,26.1,44.8,63.9,32.2
7,1,94.8,5.22,32.5,37.0,93.1,54.9
3,0,68.6,3.66,25.0,47.2,65.3,33.2
12,0,15.7,1.7,24.8,40.3,18.1,37.8
1,0,24.3,2.48,15.8,43.6,45.5,27.7
12,0,35.2,1.54,24.3,32.0,15.4,48.2
10,0,82.8,3.62,27.2,37.9,49.8,41.2
11,0,9.1,1.34,21.4,27.0,12.7,44.7
11,0,23.7,1.26,23.3,34.7,12.9,44.7
3,0,47.0,2.33,29.1,28.5,31.8,39.7
12,0,3.6,2.41,18.2,34.4,39.9,34.5
8,1,44.5,3.7,32.5,32.0,39.8,72.8
12,0,0.0,2.4,24.7,20.3,40.9,59.0
11,0,5.1,1.15,17.8,30.2,17.6,35.1
7,1,89.3,5.11,36.3,31.8,89.2,56.6
5,0,80.3,2.72,28.0,39.4,47.9,43.0
2,0,1.8,1.67,18.9,32.7,22.6,34.1
2,0,0.0,1.63,17.8,34.4,22.2,42.7
5,0,35.6,2.61,26.4,30.6,35.2,41.7
10,0,54.4,2.74,22.1,33.2,33.3,30.8
7,1,133.4,4.92,30.0,43.4,100.0,27.9
6,1,297.0,9.17,30.3,69.2,100.0,5.6
3,0,49.8,3.53,24.3,36.5,61.9,36.2
7,1,247.8,7.31,32.9,61.4,100.0,4.9
8,1,178.5,5.17,30.5,54.5,100.0,2.5
12,0,14.5,2.09,18.4,40.9,36.1,19.6
9,1,115.7,4.81,30.2,40.0,78.4,42.5
8,1,175.5,6.13,31.9,42.9,100.0,35.2
11,0,6.6,1.97,20.2,41.2,23.1,26.6
6,1,193.1,6.29,29.2,57.5,100.0,7.6
12,0,12.4,1.59,20.3,30.8,24.4,53.3
5,0,38.8,2.22,26.9,35.7,20.7,67.1
2,0,25.9,2.9,17.2,45.5,36.9,28.4
6,1,212.9,6.98,30.3,66.4,100.0,17.9
2,0,10.1,0.96,21.4,35.6,9.0,52.1
2,0,16.6,1.11,21.4,40.6,19.5,51.1
11,0,14.1,1.87,19.4,30.5,36.5,34.0
10,0,41.4,1.65,28.7,33.1,22.3,43.9
3,0,72.3,2.01,24.6,39.5,44.2,47.4
11,0,8.2,2.04,17.6,38.8,33.5,19.9
1,0,4.6,2.0,19.4,43.2,31.9,20.6
4,0,16.4,1.61,30.7,29.1,18.6,53.9
9,1,152.4,5.92,31.4,43.0,100.0,32.3
4,0,88.7,3.39,26.3,35.9,55.5,20.7
9,1,126.5,5.59,34.9,49.3,100.0,28.9
11,0,42.7,2.72,19.3,43.6,49.4,17.7
1,0,24.7,0.43,25.6,35.5,0.1,35.4
1,0,29.3,1.94,18.7,37.7,25.7,36.1
12,0,23.7,2.29,17.5,40.9,40.5,23.5
7,1,322.7,8.91,30.6,69.0,100.0,0.0
7,1,119.4,5.11,30.4,45.5,95.1,38.0
6,1,0.0,3.15,29.0,20.9,39.8,64.6
6,1,145.6,5.66,37.5,40.0,100.0,57.7
9,1,223.0,8.06,31.8,54.8,100.0,19.0
7,1,191.7,7.21,32.2,36.7,100.0,30.9
2,0,18.0,1.79,18.8,35.9,23.6,17.4
8,1,281.7,8.22,29.6,64.1,100.0,0.0
9,1,209.4,5.18,33.6,53.5,100.0,12.1
2,0,23.8,1.78,15.8,40.9,13.5,22.8
5,0,39.0,1.47,24.1,45.4,24.8,33.3
10,0,33.9,2.31,26.4,35.5,24.9,34.4
8,1,304.3,8.88,34.4,69.8,100.0,0.4
2,0,16.1,2.24,19.1,39.6,32.1,30.5
1,0,8.1,2.5,21.0,38.7,31.4,36.7
7,1,132.2,5.33,31.1,47.2,100.0,33.8
6,1,130.0,6.67,34.2,43.5,100.0,37.3
12,0,7.2,1.78,16.0,41.8,17.7,26.9
7,1,81.2,3.54,32.8,23.8,47.9,55.1
12,0,0.0,1.16,19.5,44.8,22.6,20.1
3,0,63.6,2.55,29.3,44.0,62.0,46.7
6,1,134.3,5.74,29.0,48.1,100.0,34.6
2,0,27.2,1.48,20.1,31.0,12.1,40.4
7,1,202.6,6.57,30.7,61.8,100.0,9.5
3,0,78.8,2.98,24.5,38.7,51.7,16.6
6,1,122.8,4.89,27.8,48.8,99.5,37.6
5,0,66.0,3.31,25.5,33.0,57.3,24.7
3,0,81.9,3.52,27.3,51.6,72.6,33.6
2,0,22.9,2.66,18.1,31.7,31.7,48.3
7,1,172.8,5.96,30.2,52.1,100.0,22.4
12,0,26.9,2.76,15.3,31.2,32.8,27.3
3,0,70.3,2.09,26.1,39.5,35.3,39.4
5,0,96.2,2.59,29.6,38.7,37.7,42.3
3,0,53.8,1.85,28.8,40.8,28.8,62.7
10,0,10.2,1.71,26.8,28.0,14.8,48.3
5,0,78.9,3.8,27.6,45.4,79.8,26.6
12,0,23.0,1.6,17.9,34.0,20.4,26.8
3,0,89.0,2.99,31.1,37.1,58.3,60.2
1,0,19.6,1.76,25.2,31.5,22.6,43.0
7,1,153.2,6.11,31.4,50.3,100.0,31.5
8,1,117.9,4.77,37.5,39.5,78.5,62.9
12,0,21.1,1.6,18.3,42.1,20.2,31.0
11,0,19.7,1.09,16.9,40.8,15.1,31.0
11,0,8.8,1.33,18.2,40.1,13.5,39.3
8,1,265.4,8.71,30.5,61.0,100.0,4.2
5,0,40.9,2.37,32.8,31.8,35.2,57.2
6,1,135.1,4.96,30.3,54.1,100.0,26.9
2,0,33.0,2.9,17.9,32.3,51.8,26.2
6,1,246.9,7.29,28.8,66.5,100.0,17.1
5,0,58.2,3.52,29.9,38.2,57.7,43.1
1,0,18.2,2.71,22.5,42.0,41.7,38.4
3,0,75.1,3.04,25.8,44.3,59.9,19.7
7,1,0.0,1.8,26.3,29.5,23.2,55.5
5,0,40.1,3.68,24.2,38.8,75.5,34.9
12,0,14.4,2.02,24.3,29.0,25.7,53.6
6,1,152.5,5.56,32.7,44.8,100.0,40.6
12,0,17.7,2.43,20.2,29.8,24.7,49.3
8,1,267.0,8.46,35.7,68.9,100.0,18.1
1,0,11.5,2.52,24.9,34.1,18.5,45.9
3,0,35.1,1.8,26.9,29.2,26.6,43.2
9,1,205.0,6.99,31.0,57.3,100.0,7.8
7,1,154.9,5.09,29.5,55.4,89.6,22.6
4,0,64.8,3.2,26.3,43.7,60.3,36.0
7,1,157.5,5.84,27.3,47.2,100.0,22.6
11,0,39.7,2.46,16.3,27.3,41.8,23.7
5,0,0.0,1.41,22.7,33.8,4.3,54.9
1,0,10.7,1.56,22.7,29.0,23.3,33.5
4,0,69.9,2.38,23.1,45.1,45.2,21.2
12,0,6.4,2.1,24.9,35.8,32.5,37.3
10,0,99.7,4.39,25.2,50.4,86.4,20.7
11,0,23.9,1.64,24.3,42.8,27.2,47.1
11,0,14.5,2.12,19.1,43.1,40.1,24.6
2,0,12.0,2.0,16.1,47.7,28.2,18.2
4,0,66.3,2.83,30.2,42.7,54.4,49.2
1,0,13.8,0.86,23.5,40.6,17.9,35.7
1,0,14.1,1.0,17.7,37.7,8.6,30.7
11,0,12.9,1.29,19.2,30.2,3.8,38.3
12,0,17.8,0.57,17.7,50.9,11.3,8.9
2,0,23.3,2.81,19.7,38.0,55.3,26.7
9,1,85.3,4.63,31.3,43.9,98.1,45.3
7,1,99.1,4.66,30.1,38.0,94.9,52.2
1,0,0.0,0.19,15.5,42.5,0.0,31.7
11,0,24.5,0.9,18.5,26.6,1.6,52.5
11,0,17.8,1.85,21.8,33.2,19.8,43.0
7,1,218.9,8.26,30.5,58.0,100.0,7.5
9,1,69.9,3.68,30.2,38.7,80.5,45.5
5,0,128.9,4.6,24.7,55.0,88.3,12.8
10,0,49.9,2.21,25.5,31.6,53.6,40.4
6,1,193.0,6.59,34.5,54.6,100.0,29.0
12,0,24.4,2.72,17.2,46.1,38.2,22.5
1,0,4.1,1.38,21.8,44.9,23.4,23.7
3,0,52.0,2.13,27.1,39.6,43.8,50.0
12,0,17.0,2.69,20.6,33.8,44.8,21.7
4,0,164.3,4.81,25.2,48.2,98.7,12.4
4,0,79.9,3.75,26.1,50.2,76.9,36.7
10,0,123.0,3.55,27.0,50.5,67.8,27.6
3,0,109.8,4.54,25.7,45.8,84.3,22.4
7,1,208.3,7.03,31.8,47.7,100.0,38.3
4,0,37.4,2.51,28.1,28.4,31.6,50.1
3,0,105.0,3.68,32.4,43.0,82.1,26.7
12,0,0.0,1.2,20.7,35.2,5.7,41.7
3,0,122.8,3.96,22.2,40.9,79.2,4.8
2,0,17.2,1.58,22.9,37.4,13.5,32.2
9,1,0.0,3.28,30.5,17.8,51.7,76.8
11,0,11.3,1.6,25.0,38.4,14.9,40.0
2,0,22.2,1.05,23.7,35.4,20.4,45.8
9,1,161.7,4.93,29.7,48.2,100.0,15.4
7,1,235.1,6.37,32.8,64.0,100.0,16.2
10,0,41.9,2.71,25.5,37.6,45.1,27.2
2,0,0.6,0.82,20.0,40.7,1.3,43.2
12,0,14.2,1.96,21.7,35.2,30.8,34.4
8,1,182.4,6.43,33.8,51.0,100.0,40.7
11,0,11.2,1.68,22.2,32.5,16.9,35.0
5,0,110.5,3.97,27.2,46.1,81.0,43.5
12,0,5.6,1.71,26.2,38.4,8.6,39.5
8,1,204.1,5.16,30.1,54.0,100.0,0.6
2,0,15.7,1.62,16.0,42.8,27.6,20.4
12,0,0.0,1.76,16.5,32.4,20.8,40.6
10,0,26.5,3.01,30.7,19.1,50.8,73.7
4,0,70.4,3.92,26.8,40.1,68.8,46.8
7,1,332.6,8.53,31.4,76.6,100.0,0.0
5,0,89.1,3.07,25.6,42.3,51.1,24.1
7,1,47.1,2.7,29.9,25.7,39.3,64.0
12,0,0.0,2.41,18.0,37.1,48.4,31.6
11,0,23.1,2.57,21.2,37.8,41.6,28.2
3,0,66.8,3.05,26.8,34.2,49.3,43.6
12,0,27.6,2.15,21.1,30.5,22.7,37.7
6,1,112.2,5.77,31.8,40.1,99.0,53.7
9,1,207.0,7.57,29.9,60.4,100.0,5.6
10,0,97.9,4.15,23.4,48.1,88.4,15.7
6,1,145.5,5.88,27.1,45.7,100.0,17.5
6,1,147.2,5.43,38.6,41.9,100.0,65.8
6,1,181.9,6.8,34.7,54.0,100.0,23.3
11,0,21.0,2.41,23.4,28.6,39.0,55.8
5,0,69.5,2.78,25.3,40.5,50.5,25.9
4,0,102.1,3.33,27.0,50.4,63.8,30.1
5,0,54.8,3.28,25.0,31.9,53.2,43.7
3,0,26.2,3.02,23.7,40.7,66.4,46.8
5,0,135.2,3.76,25.5,58.0,93.4,21.2
2,0,8.3,1.51,23.3,31.5,28.1,45.9
2,0,8.7,1.89,22.1,31.9,9.3,37.9
9,1,174.9,6.49,28.6,58.5,100.0,25.8
1,0,15.7,1.5,19.2,36.1,13.4,26.8
7,1,150.2,6.83,32.9,34.5,100.0,24.7
10,0,69.4,3.14,25.6,39.5,65.9,20.6
9,1,176.9,6.56,31.2,53.9,100.0,8.6
6,1,193.5,7.62,32.0,57.1,100.0,23.4
3,0,0.0,1.23,28.0,23.2,2.7,80.2
12,0,35.7,2.16,20.6,37.5,38.9,14.7
11,0,13.4,1.02,18.4,42.2,16.7,19.8
8,1,224.7,7.09,29.6,59.7,100.0,7.6
2,0,0.0,0.61,17.2,28.6,0.0,47.3
1,0,9.8,2.15,16.1,44.8,31.8,13.5
4,0,47.8,2.71,26.7,34.7,47.2,49.2
2,0,31.2,1.96,22.0,42.5,36.5,29.3
11,0,8.6,1.61,16.5,31.1,23.2,51.4
3,0,95.0,3.86,27.7,41.5,75.1,36.0
4,0,48.5,1.79,29.0,36.7,28.7,50.8
12,0,10.0,1.82,15.4,38.7,23.4,23.2
10,0,61.9,3.16,26.3,32.3,48.5,39.9
3,0,112.4,2.68,31.1,30.0,47.2,55.4
5,0,7.6,2.06,28.4,36.1,31.7,44.0
7,1,78.7,3.27,26.3,42.0,56.2,17.9
8,1,30.1,3.23,32.6,34.2,58.0,59.4
12,0,3.0,0.86,18.1,40.6,5.7,34.7
11,0,6.1,2.48,21.7,36.5,41.3,33.9
12,0,0.0,0.81,18.3,33.8,8.0,35.3
1,0,6.9,0.65,19.9,37.6,8.9,23.8
3,0,3.5,1.65,25.7,37.2,15.7,55.6
7,1,101.6,4.48,31.0,40.9,90.4,46.8
1,0,28.2,1.16,18.6,48.9,23.5,19.8
5,0,83.3,3.48,26.4,33.8,52.0,40.5
2,0,17.1,0.65,17.1,30.9,15.7,19.4
12,0,4.0,0.96,21.2,38.6,25.6,25.5
1,0,0.0,1.15,20.4,29.6,15.8,40.5
2,0,2.5,2.03,16.0,47.8,35.3,22.6
3,0,68.6,3.65,29.5,43.4,72.1,45.9
2,0,24.5,2.65,19.6,46.0,40.6,21.5
7,1,249.5,7.6,31.4,66.7,100.0,8.1
5,0,90.8,1.86,28.9,35.9,44.6,53.4
11,0,6.9,1.87,20.8,26.1,13.5,43.0
4,0,70.8,3.8,29.9,44.2,62.2,43.9
7,1,155.3,6.55,30.3,41.6,100.0,29.7
8,1,164.5,6.27,33.6,55.7,100.0,26.4
8,1,336.9,8.72,31.3,78.8,100.0,0.0
10,0,11.9,1.42,28.3,28.8,12.9,71.1
3,0,62.3,3.91,28.0,39.1,69.1,49.4
7,1,273.3,7.32,34.1,66.0,100.0,11.6
10,0,21.6,1.24,28.8,29.2,0.0,53.3
11,0,7.9,2.22,18.9,43.2,23.9,20.1
8,1,139.3,5.23,29.4,54.3,100.0,26.1
8,1,162.8,5.25,30.9,50.5,100.0,35.3
11,0,0.0,2.42,18.1,32.5,35.6,48.0
8,1,225.8,7.49,28.4,67.7,100.0,0.0
12,0,22.3,1.72,14.7,31.5,17.3,43.7
2,0,20.6,1.22,16.1,42.4,9.2,23.2
5,0,41.3,3.55,32.0,34.3,62.1,64.6
2,0,16.0,1.8,18.4,33.6,21.7,17.8
2,0,5.1,2.44,24.8,35.8,41.0,43.9
6,1,154.4,6.32,32.0,47.4,100.0,37.8
3,0,141.1,4.01,26.9,46.9,96.6,12.9
5,0,73.2,2.66,23.2,47.2,47.5,1.2
6,1,88.6,5.34,31.0,33.0,100.0,51.7
8,1,193.9,7.46,35.7,54.8,100.0,27.9
12,0,0.1,0.38,23.9,21.0,0.0,66.6
11,0,1.8,1.87,20.7,35.2,26.7,36.6
5,0,35.6,2.14,24.1,36.3,25.8,38.9
4,0,55.3,1.99,24.6,35.9,40.7,43.5
10,0,100.9,3.68,24.9,47.2,83.0,32.0
2,0,21.4,1.12,23.2,34.3,8.1,35.4
7,1,220.3,6.83,35.1,60.3,100.0,26.7
6,1,95.4,4.13,31.5,41.9,82.2,38.7
3,0,52.1,2.24,26.2,39.1,41.6,39.9
8,1,200.9,6.68,34.9,53.7,100.0,31.6
4,0,49.3,1.88,24.6,35.4,34.6,45.8
3,0,60.8,3.66,27.1,35.9,63.4,45.2
8,1,214.0,7.28,32.2,57.6,100.0,6.9
3,0,58.5,3.75,24.8,38.0,75.1,21.5
9,1,197.4,6.55,29.4,61.6,100.0,7.6
2,0,32.5,1.82,18.2,40.8,28.1,31.6
6,1,166.8,7.09,34.5,49.3,100.0,37.3
10,0,108.9,3.33,31.8,33.9,70.4,49.0
3,0,88.5,3.16,27.3,46.2,72.3,31.6
10,0,21.6,2.36,26.3,29.3,31.2,53.9
9,1,95.1,3.86,29.5,35.5,74.5,35.1
11,0,5.8,2.04,20.0,43.1,26.7,36.4
3,0,41.8,2.69,25.6,39.3,41.7,46.6
9,1,173.0,6.92,30.8,56.2,100.0,16.7
12,0,21.8,2.47,21.0,38.7,31.3,36.6
10,0,111.4,4.51,26.0,45.5,88.4,12.1
3,0,80.2,3.04,26.5,39.4,50.0,37.4
10,0,55.3,2.09,26.5,41.0,41.3,37.5
2,0,0.0,2.77,19.2,40.3,41.8,41.3
8,1,185.4,5.49,29.9,53.6,100.0,16.1
6,1,182.0,5.48,32.9,61.3,100.0,26.3
7,1,194.1,6.92,26.6,56.9,100.0,3.6
7,1,342.2,10.52,34.9,66.4,100.0,0.0
1,0,28.6,2.19,20.3,29.4,27.7,35.3
7,1,240.4,8.11,32.5,51.6,100.0,18.1
12,0,4.4,0.39,21.8,31.1,0.0,43.9
6,1,140.5,5.21,29.2,46.5,100.0,29.2
4,0,66.9,1.71,24.7,43.7,40.7,26.9
12,0,6.5,2.1,17.4,36.9,36.7,26.1
2,0,20.5,0.98,19.4,41.8,23.1,18.5
6,1,207.5,6.08,32.7,55.1,100.0,3.5
7,1,96.2,4.93,29.5,40.9,100.0,38.3
6,1,272.2,8.78,32.5,61.9,100.0,0.0
12,0,16.1,1.73,14.1,48.3,16.7,20.6
6,1,46.9,3.98,30.0,25.3,60.6,41.1
12,0,14.4,2.11,22.9,35.3,17.2,43.0
1,0,18.1,1.73,19.6,36.1,31.6,49.2
9,1,254.9,7.14,28.9,69.0,100.0,0.0
8,1,154.0,6.12,29.4,49.5,100.0,24.0
3,0,97.3,3.81,19.4,49.1,67.6,14.4
3,0,76.2,3.56,24.5,40.5,52.4,35.3
9,1,78.7,4.46,33.6,41.9,85.5,46.8
8,1,71.0,3.42,29.5,37.0,53.4,37.6
8,1,266.4,8.44,29.8,75.9,100.0,0.0
1,0,28.2,2.06,14.2,44.2,32.3,0.0
8,1,204.9,6.51,26.9,59.3,100.0,10.8
12,0,31.5,1.95,23.0,35.6,14.1,35.0
1,0,26.6,1.62,21.5,39.6,17.6,32.9
6,1,232.6,7.89,27.8,59.7,100.0,0.0
6,1,109.8,4.05,29.4,43.7,78.4,46.3
11,0,34.0,1.58,19.9,39.2,21.1,30.5
4,0,87.7,3.06,24.0,45.6,69.8,22.4
6,1,150.3,6.67,26.0,53.5,100.0,11.6
